Year,Country_Code,Country_Name,Sex,Value,Permit_Type,Dataset_Code,Dataset
2020,KGZ,Kyrgyzstan,Male,37,,D4,Immigrants - citizenship
2020,KGZ,Kyrgyzstan,Female,103,,D4,Immigrants - citizenship
2020,KGZ,Kyrgyzstan,Total,140,,D4,Immigrants - citizenship
2021,KGZ,Kyrgyzstan,Male,47,,D4,Immigrants - citizenship
2021,KGZ,Kyrgyzstan,Female,215,,D4,Immigrants - citizenship
2021,KGZ,Kyrgyzstan,Total,262,,D4,Immigrants - citizenship
2022,KGZ,Kyrgyzstan,Male,63,,D4,Immigrants - citizenship
2022,KGZ,Kyrgyzstan,Female,283,,D4,Immigrants - citizenship
2022,KGZ,Kyrgyzstan,Total,346,,D4,Immigrants - citizenship
2023,KGZ,Kyrgyzstan,Male,77,,D4,Immigrants - citizenship
2023,KGZ,Kyrgyzstan,Female,331,,D4,Immigrants - citizenship
2023,KGZ,Kyrgyzstan,Total,408,,D4,Immigrants - citizenship
2019,LAO,Lao People’s Democratic Republic,Male,2,,D4,Immigrants - citizenship
2019,LAO,Lao People’s Democratic Republic,Female,6,,D4,Immigrants - citizenship
2019,LAO,Lao People’s Democratic Republic,Total,8,,D4,Immigrants - citizenship
2020,LAO,Lao People’s Democratic Republic,Female,2,,D4,Immigrants - citizenship
2020,LAO,Lao People’s Democratic Republic,Total,2,,D4,Immigrants - citizenship
2021,LAO,Lao People’s Democratic Republic,Female,2,,D4,Immigrants - citizenship
2021,LAO,Lao People’s Democratic Republic,Total,2,,D4,Immigrants - citizenship
2022,LAO,Lao People’s Democratic Republic,Male,1,,D4,Immigrants - citizenship
2022,LAO,Lao People’s Democratic Republic,Female,5,,D4,Immigrants - citizenship
2022,LAO,Lao People’s Democratic Republic,Total,6,,D4,Immigrants - citizenship
2023,LAO,Lao People’s Democratic Republic,Male,1,,D4,Immigrants - citizenship
2023,LAO,Lao People’s Democratic Republic,Female,4,,D4,Immigrants - citizenship
2023,LAO,Lao People’s Democratic Republic,Total,5,,D4,Immigrants - citizenship
2019,LVA,Latvia,Male,46,,D4,Immigrants - citizenship
2019,LVA,Latvia,Female,110,,D4,Immigrants - citizenship
2019,LVA,Latvia,Total,156,,D4,Immigrants - citizenship
2020,LVA,Latvia,Male,34,,D4,Immigrants - citizenship
2020,LVA,Latvia,Female,116,,D4,Immigrants - citizenship
2020,LVA,Latvia,Total,150,,D4,Immigrants - citizenship
2021,LVA,Latvia,Male,43,,D4,Immigrants - citizenship
2021,LVA,Latvia,Female,99,,D4,Immigrants - citizenship
2021,LVA,Latvia,Total,142,,D4,Immigrants - citizenship
2022,LVA,Latvia,Male,57,,D4,Immigrants - citizenship
2022,LVA,Latvia,Female,95,,D4,Immigrants - citizenship
2022,LVA,Latvia,Total,152,,D4,Immigrants - citizenship
2023,LVA,Latvia,Male,74,,D4,Immigrants - citizenship
2023,LVA,Latvia,Female,130,,D4,Immigrants - citizenship
2023,LVA,Latvia,Total,204,,D4,Immigrants - citizenship
2019,LBN,Lebanon,Male,199,,D4,Immigrants - citizenship
2019,LBN,Lebanon,Female,135,,D4,Immigrants - citizenship
2019,LBN,Lebanon,Total,334,,D4,Immigrants - citizenship
2020,LBN,Lebanon,Male,206,,D4,Immigrants - citizenship
2020,LBN,Lebanon,Female,118,,D4,Immigrants - citizenship
2020,LBN,Lebanon,Total,324,,D4,Immigrants - citizenship
2021,LBN,Lebanon,Male,288,,D4,Immigrants - citizenship
2021,LBN,Lebanon,Female,222,,D4,Immigrants - citizenship
2021,LBN,Lebanon,Total,510,,D4,Immigrants - citizenship
2022,LBN,Lebanon,Male,378,,D4,Immigrants - citizenship
2022,LBN,Lebanon,Female,318,,D4,Immigrants - citizenship
2022,LBN,Lebanon,Total,696,,D4,Immigrants - citizenship
2023,LBN,Lebanon,Male,399,,D4,Immigrants - citizenship
2023,LBN,Lebanon,Female,281,,D4,Immigrants - citizenship
2023,LBN,Lebanon,Total,680,,D4,Immigrants - citizenship
2019,LBN,Lebanon,Male,1462,Long-term,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Male,1344,Short-term,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Male,2806,Total,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Female,834,Long-term,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Female,811,Short-term,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Female,1645,Total,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Total,2296,Long-term,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Total,2155,Short-term,D5,Type of residence permit and citizenship
2019,LBN,Lebanon,Total,4451,Total,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Male,1463,Long-term,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Male,1322,Short-term,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Male,2785,Total,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Female,835,Long-term,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Female,888,Short-term,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Female,1723,Total,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Total,2298,Long-term,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Total,2210,Short-term,D5,Type of residence permit and citizenship
2020,LBN,Lebanon,Total,4508,Total,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Male,1399,Long-term,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Male,1109,Short-term,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Male,2508,Total,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Female,735,Long-term,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Female,838,Short-term,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Female,1573,Total,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Total,2134,Long-term,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Total,1947,Short-term,D5,Type of residence permit and citizenship
2021,LBN,Lebanon,Total,4081,Total,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Male,1537,Long-term,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Male,1436,Short-term,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Male,2973,Total,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Female,939,Long-term,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Female,998,Short-term,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Female,1937,Total,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Total,2476,Long-term,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Total,2434,Short-term,D5,Type of residence permit and citizenship
2022,LBN,Lebanon,Total,4910,Total,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Male,1499,Long-term,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Male,1683,Short-term,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Male,3182,Total,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Female,903,Long-term,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Female,1204,Short-term,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Female,2107,Total,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Total,2402,Long-term,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Total,2887,Short-term,D5,Type of residence permit and citizenship
2023,LBN,Lebanon,Total,5289,Total,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Male,1453,Long-term,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Male,1604,Short-term,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Male,3057,Total,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Female,904,Long-term,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Female,1244,Short-term,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Female,2148,Total,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Total,2357,Long-term,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Total,2848,Short-term,D5,Type of residence permit and citizenship
2024,LBN,Lebanon,Total,5205,Total,D5,Type of residence permit and citizenship
2020,LSO,Lesotho,Male,1,,D4,Immigrants - citizenship
2020,LSO,Lesotho,Female,1,,D4,Immigrants - citizenship
2020,LSO,Lesotho,Total,2,,D4,Immigrants - citizenship
2023,LSO,Lesotho,Male,1,,D4,Immigrants - citizenship
2023,LSO,Lesotho,Total,1,,D4,Immigrants - citizenship
2019,LBR,Liberia,Male,42,,D4,Immigrants - citizenship
2019,LBR,Liberia,Female,3,,D4,Immigrants - citizenship
2019,LBR,Liberia,Total,45,,D4,Immigrants - citizenship
2020,LBR,Liberia,Male,36,,D4,Immigrants - citizenship
2020,LBR,Liberia,Female,7,,D4,Immigrants - citizenship
2020,LBR,Liberia,Total,43,,D4,Immigrants - citizenship
2021,LBR,Liberia,Male,53,,D4,Immigrants - citizenship
2021,LBR,Liberia,Female,10,,D4,Immigrants - citizenship
2021,LBR,Liberia,Total,63,,D4,Immigrants - citizenship
2022,LBR,Liberia,Male,58,,D4,Immigrants - citizenship
2022,LBR,Liberia,Female,14,,D4,Immigrants - citizenship
2022,LBR,Liberia,Total,72,,D4,Immigrants - citizenship
2023,LBR,Liberia,Male,80,,D4,Immigrants - citizenship
2023,LBR,Liberia,Female,25,,D4,Immigrants - citizenship
2023,LBR,Liberia,Total,105,,D4,Immigrants - citizenship
2019,LBY,Libya,Male,240,,D4,Immigrants - citizenship
2019,LBY,Libya,Female,89,,D4,Immigrants - citizenship
2019,LBY,Libya,Total,329,,D4,Immigrants - citizenship
2020,LBY,Libya,Male,195,,D4,Immigrants - citizenship
2020,LBY,Libya,Female,56,,D4,Immigrants - citizenship
2020,LBY,Libya,Total,251,,D4,Immigrants - citizenship
2021,LBY,Libya,Male,194,,D4,Immigrants - citizenship
2021,LBY,Libya,Female,75,,D4,Immigrants - citizenship
2021,LBY,Libya,Total,269,,D4,Immigrants - citizenship
2022,LBY,Libya,Male,223,,D4,Immigrants - citizenship
2022,LBY,Libya,Female,114,,D4,Immigrants - citizenship
2022,LBY,Libya,Total,337,,D4,Immigrants - citizenship
2023,LBY,Libya,Male,219,,D4,Immigrants - citizenship
2023,LBY,Libya,Female,108,,D4,Immigrants - citizenship
2023,LBY,Libya,Total,327,,D4,Immigrants - citizenship
2019,LIE,Liechtenstein,Female,2,,D4,Immigrants - citizenship
2019,LIE,Liechtenstein,Total,2,,D4,Immigrants - citizenship
2020,LIE,Liechtenstein,Male,2,,D4,Immigrants - citizenship
2020,LIE,Liechtenstein,Female,1,,D4,Immigrants - citizenship
2020,LIE,Liechtenstein,Total,3,,D4,Immigrants - citizenship
2022,LIE,Liechtenstein,Male,2,,D4,Immigrants - citizenship
2022,LIE,Liechtenstein,Female,2,,D4,Immigrants - citizenship
2022,LIE,Liechtenstein,Total,4,,D4,Immigrants - citizenship
2023,LIE,Liechtenstein,Male,1,,D4,Immigrants - citizenship
2023,LIE,Liechtenstein,Total,1,,D4,Immigrants - citizenship
2019,LTU,Lithuania,Male,58,,D4,Immigrants - citizenship
2019,LTU,Lithuania,Female,220,,D4,Immigrants - citizenship
2019,LTU,Lithuania,Total,278,,D4,Immigrants - citizenship
2020,LTU,Lithuania,Male,48,,D4,Immigrants - citizenship
2020,LTU,Lithuania,Female,171,,D4,Immigrants - citizenship
2020,LTU,Lithuania,Total,219,,D4,Immigrants - citizenship
2021,LTU,Lithuania,Male,63,,D4,Immigrants - citizenship
2021,LTU,Lithuania,Female,155,,D4,Immigrants - citizenship
2021,LTU,Lithuania,Total,218,,D4,Immigrants - citizenship
2022,LTU,Lithuania,Male,102,,D4,Immigrants - citizenship
2022,LTU,Lithuania,Female,198,,D4,Immigrants - citizenship
2022,LTU,Lithuania,Total,300,,D4,Immigrants - citizenship
2023,LTU,Lithuania,Male,95,,D4,Immigrants - citizenship
2023,LTU,Lithuania,Female,181,,D4,Immigrants - citizenship
2023,LTU,Lithuania,Total,276,,D4,Immigrants - citizenship
2019,LUX,Luxembourg,Male,11,,D4,Immigrants - citizenship
2019,LUX,Luxembourg,Female,7,,D4,Immigrants - citizenship
2019,LUX,Luxembourg,Total,18,,D4,Immigrants - citizenship
2020,LUX,Luxembourg,Male,18,,D4,Immigrants - citizenship
2020,LUX,Luxembourg,Female,14,,D4,Immigrants - citizenship
2020,LUX,Luxembourg,Total,32,,D4,Immigrants - citizenship
2021,LUX,Luxembourg,Male,9,,D4,Immigrants - citizenship
2021,LUX,Luxembourg,Female,5,,D4,Immigrants - citizenship
2021,LUX,Luxembourg,Total,14,,D4,Immigrants - citizenship
2022,LUX,Luxembourg,Male,20,,D4,Immigrants - citizenship
2022,LUX,Luxembourg,Female,15,,D4,Immigrants - citizenship
2022,LUX,Luxembourg,Total,35,,D4,Immigrants - citizenship
2023,LUX,Luxembourg,Male,17,,D4,Immigrants - citizenship
2023,LUX,Luxembourg,Female,23,,D4,Immigrants - citizenship
2023,LUX,Luxembourg,Total,40,,D4,Immigrants - citizenship
2019,MDG,Madagascar,Male,43,,D4,Immigrants - citizenship
2019,MDG,Madagascar,Female,93,,D4,Immigrants - citizenship
2019,MDG,Madagascar,Total,136,,D4,Immigrants - citizenship
2020,MDG,Madagascar,Male,36,,D4,Immigrants - citizenship
2020,MDG,Madagascar,Female,78,,D4,Immigrants - citizenship
2020,MDG,Madagascar,Total,114,,D4,Immigrants - citizenship
2021,MDG,Madagascar,Male,23,,D4,Immigrants - citizenship
2021,MDG,Madagascar,Female,64,,D4,Immigrants - citizenship
2021,MDG,Madagascar,Total,87,,D4,Immigrants - citizenship
2022,MDG,Madagascar,Male,46,,D4,Immigrants - citizenship
2022,MDG,Madagascar,Female,73,,D4,Immigrants - citizenship
2022,MDG,Madagascar,Total,119,,D4,Immigrants - citizenship
2023,MDG,Madagascar,Male,50,,D4,Immigrants - citizenship
2023,MDG,Madagascar,Female,135,,D4,Immigrants - citizenship
2023,MDG,Madagascar,Total,185,,D4,Immigrants - citizenship
2019,MWI,Malawi,Male,3,,D4,Immigrants - citizenship
2019,MWI,Malawi,Female,2,,D4,Immigrants - citizenship
2019,MWI,Malawi,Total,5,,D4,Immigrants - citizenship
2020,MWI,Malawi,Male,3,,D4,Immigrants - citizenship
2020,MWI,Malawi,Female,2,,D4,Immigrants - citizenship
2020,MWI,Malawi,Total,5,,D4,Immigrants - citizenship
2021,MWI,Malawi,Male,3,,D4,Immigrants - citizenship
2021,MWI,Malawi,Female,5,,D4,Immigrants - citizenship
2021,MWI,Malawi,Total,8,,D4,Immigrants - citizenship
2022,MWI,Malawi,Male,8,,D4,Immigrants - citizenship
2022,MWI,Malawi,Female,3,,D4,Immigrants - citizenship
2022,MWI,Malawi,Total,11,,D4,Immigrants - citizenship
2023,MWI,Malawi,Male,8,,D4,Immigrants - citizenship
2023,MWI,Malawi,Female,10,,D4,Immigrants - citizenship
2023,MWI,Malawi,Total,18,,D4,Immigrants - citizenship
2019,MYS,Malaysia,Male,29,,D4,Immigrants - citizenship
2019,MYS,Malaysia,Female,23,,D4,Immigrants - citizenship
2019,MYS,Malaysia,Total,52,,D4,Immigrants - citizenship
2020,MYS,Malaysia,Male,25,,D4,Immigrants - citizenship
2020,MYS,Malaysia,Female,25,,D4,Immigrants - citizenship
2020,MYS,Malaysia,Total,50,,D4,Immigrants - citizenship
2021,MYS,Malaysia,Male,44,,D4,Immigrants - citizenship
2021,MYS,Malaysia,Female,28,,D4,Immigrants - citizenship
2021,MYS,Malaysia,Total,72,,D4,Immigrants - citizenship
2022,MYS,Malaysia,Male,30,,D4,Immigrants - citizenship
2022,MYS,Malaysia,Female,29,,D4,Immigrants - citizenship
2022,MYS,Malaysia,Total,59,,D4,Immigrants - citizenship
2023,MYS,Malaysia,Male,45,,D4,Immigrants - citizenship
2023,MYS,Malaysia,Female,40,,D4,Immigrants - citizenship
2023,MYS,Malaysia,Total,85,,D4,Immigrants - citizenship
2019,MDV,Maldives,Male,2,,D4,Immigrants - citizenship
2019,MDV,Maldives,Total,2,,D4,Immigrants - citizenship
2020,MDV,Maldives,Male,1,,D4,Immigrants - citizenship
2020,MDV,Maldives,Total,1,,D4,Immigrants - citizenship
2021,MDV,Maldives,Male,1,,D4,Immigrants - citizenship
2021,MDV,Maldives,Total,1,,D4,Immigrants - citizenship
2022,MDV,Maldives,Female,1,,D4,Immigrants - citizenship
2022,MDV,Maldives,Total,1,,D4,Immigrants - citizenship
2023,MDV,Maldives,Male,2,,D4,Immigrants - citizenship
2023,MDV,Maldives,Total,2,,D4,Immigrants - citizenship
2019,MLI,Mali,Male,1526,,D4,Immigrants - citizenship
2019,MLI,Mali,Female,80,,D4,Immigrants - citizenship
2019,MLI,Mali,Total,1606,,D4,Immigrants - citizenship
2020,MLI,Mali,Male,1650,,D4,Immigrants - citizenship
2020,MLI,Mali,Female,40,,D4,Immigrants - citizenship
2020,MLI,Mali,Total,1690,,D4,Immigrants - citizenship
2021,MLI,Mali,Male,2122,,D4,Immigrants - citizenship
2021,MLI,Mali,Female,93,,D4,Immigrants - citizenship
2021,MLI,Mali,Total,2215,,D4,Immigrants - citizenship
2022,MLI,Mali,Male,2051,,D4,Immigrants - citizenship
2022,MLI,Mali,Female,170,,D4,Immigrants - citizenship
2022,MLI,Mali,Total,2221,,D4,Immigrants - citizenship
2023,MLI,Mali,Male,2435,,D4,Immigrants - citizenship
2023,MLI,Mali,Female,225,,D4,Immigrants - citizenship
2023,MLI,Mali,Total,2660,,D4,Immigrants - citizenship
2019,MLI,Mali,Male,863,Long-term,D5,Type of residence permit and citizenship
2019,MLI,Mali,Male,20279,Short-term,D5,Type of residence permit and citizenship
2019,MLI,Mali,Male,21142,Total,D5,Type of residence permit and citizenship
2019,MLI,Mali,Female,321,Long-term,D5,Type of residence permit and citizenship
2019,MLI,Mali,Female,531,Short-term,D5,Type of residence permit and citizenship
2019,MLI,Mali,Female,852,Total,D5,Type of residence permit and citizenship
2019,MLI,Mali,Total,1184,Long-term,D5,Type of residence permit and citizenship
2019,MLI,Mali,Total,20810,Short-term,D5,Type of residence permit and citizenship
2019,MLI,Mali,Total,21994,Total,D5,Type of residence permit and citizenship
2020,MLI,Mali,Male,993,Long-term,D5,Type of residence permit and citizenship
2020,MLI,Mali,Male,16092,Short-term,D5,Type of residence permit and citizenship
2020,MLI,Mali,Male,17085,Total,D5,Type of residence permit and citizenship
2020,MLI,Mali,Female,324,Long-term,D5,Type of residence permit and citizenship
2020,MLI,Mali,Female,494,Short-term,D5,Type of residence permit and citizenship
2020,MLI,Mali,Female,818,Total,D5,Type of residence permit and citizenship
2020,MLI,Mali,Total,1317,Long-term,D5,Type of residence permit and citizenship
2020,MLI,Mali,Total,16586,Short-term,D5,Type of residence permit and citizenship
2020,MLI,Mali,Total,17903,Total,D5,Type of residence permit and citizenship
2021,MLI,Mali,Male,1246,Long-term,D5,Type of residence permit and citizenship
2021,MLI,Mali,Male,12702,Short-term,D5,Type of residence permit and citizenship
2021,MLI,Mali,Male,13948,Total,D5,Type of residence permit and citizenship
2021,MLI,Mali,Female,305,Long-term,D5,Type of residence permit and citizenship
2021,MLI,Mali,Female,423,Short-term,D5,Type of residence permit and citizenship
2021,MLI,Mali,Female,728,Total,D5,Type of residence permit and citizenship
2021,MLI,Mali,Total,1551,Long-term,D5,Type of residence permit and citizenship
2021,MLI,Mali,Total,13125,Short-term,D5,Type of residence permit and citizenship
2021,MLI,Mali,Total,14676,Total,D5,Type of residence permit and citizenship
2022,MLI,Mali,Male,1819,Long-term,D5,Type of residence permit and citizenship
2022,MLI,Mali,Male,15409,Short-term,D5,Type of residence permit and citizenship
2022,MLI,Mali,Male,17228,Total,D5,Type of residence permit and citizenship
2022,MLI,Mali,Female,349,Long-term,D5,Type of residence permit and citizenship
2022,MLI,Mali,Female,465,Short-term,D5,Type of residence permit and citizenship
2022,MLI,Mali,Female,814,Total,D5,Type of residence permit and citizenship
2022,MLI,Mali,Total,2168,Long-term,D5,Type of residence permit and citizenship
2022,MLI,Mali,Total,15874,Short-term,D5,Type of residence permit and citizenship
2022,MLI,Mali,Total,18042,Total,D5,Type of residence permit and citizenship
